conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:4548_conv:9096,afraid,"['anxious', ' overwhelmed', ' excited']",anxious,
hit:1338_conv:2676,impressed,"['excited', ' proud', ' surprised']",excited,
hit:4535_conv:9071,proud,"['happy', ' proud', ' hopeful']",happy,2.0
hit:4548_conv:9096,afraid,"['excited', ' hopeful', ' grateful']",excited,
hit:7329_conv:14658,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:9667_conv:19334,sad,"['sad', ' guilty', ' lonely']",sad,1.0
hit:4262_conv:8525,disgusted,"['anxious', ' disgusted', ' grateful']",anxious,2.0
hit:4815_conv:9631,lonely,"['disappointed', ' jealous', ' lonely']",disappointed,3.0
hit:5520_conv:11040,surprised,"['excited', 'surprised', 'proud']",excited,2.0
hit:6186_conv:12373,joyful,"['happy', 'grateful', 'hopeful']",happy,
hit:9003_conv:18006,annoyed,"['surprised', ' grateful', ' amused']",surprised,
hit:4815_conv:9631,lonely,"['sad', ' hopeful', ' caring']",sad,
hit:5074_conv:10148,confident,"['proud', 'excited', 'grateful']",proud,
hit:6632_conv:13264,impressed,"['surprised', 'proud', 'grateful']",surprised,
hit:7757_conv:15515,embarrassed,"['embarrassed', ' embarrassed', ' embarrassed']",embarrassed,1.0
hit:4979_conv:9959,surprised,"['excited', 'hopeful', 'grateful']",excited,
hit:5074_conv:10148,confident,"['hopeful', ' confident', ' proud']",hopeful,2.0
hit:5556_conv:11112,devastated,"['sad', ' hopeful', ' caring']",sad,
hit:6090_conv:12180,surprised,"['surprised', 'hopeful', 'excited']",surprised,1.0
hit:9279_conv:18559,lonely,"['lonely', ' hopeful', ' trusting']",lonely,1.0
hit:995_conv:1991,disappointed,"['ashamed', ' sad', ' sympathetic']",ashamed,
hit:10218_conv:20437,content,"['happy', 'content', 'grateful']",happy,2.0
hit:2619_conv:5238,disappointed,"['disappointed', ' grateful', ' hopeful']",disappointed,1.0
hit:2915_conv:5831,nostalgic,"['nostalgic', ' joyful', ' hopeful']",nostalgic,1.0
hit:5556_conv:11112,devastated,"['sad', ' hopeful', ' grateful']",sad,
hit:7111_conv:14222,proud,"['proud', ' excited', ' impressed']",proud,1.0
hit:10218_conv:20437,content,"['proud', 'joyful', 'grateful']",proud,
hit:1856_conv:3713,hopeful,"['hopeful', ' excited', ' content']",hopeful,1.0
hit:5276_conv:10553,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:7050_conv:14101,furious,"['angry', 'annoyed', 'surprised']",angry,
hit:7320_conv:14641,trusting,"['excited', ' proud', ' grateful']",excited,
hit:9900_conv:19800,faithful,"['embarrassed', ' relieved', ' surprised']",embarrassed,
hit:10153_conv:20306,anticipating,"['excited', 'anxious', 'grateful']",excited,
hit:1543_conv:3086,disgusted,"['disgusted', 'annoyed', 'anxious']",disgusted,1.0
hit:2029_conv:4059,anxious,"['anxious', 'disappointed', 'hopeful']",anxious,1.0
hit:7320_conv:14641,trusting,"['excited', ' proud', ' grateful']",excited,
hit:10153_conv:20306,anticipating,"['excited', ' proud', ' content']",excited,
hit:135_conv:270,nostalgic,"['surprised', 'proud', 'impressed']",surprised,
hit:2074_conv:4149,faithful,"['anxious', 'sad', 'disappointed']",anxious,
hit:5372_conv:10745,proud,"['proud', 'excited', 'grateful']",proud,1.0
hit:6052_conv:12105,surprised,"['nostalgic', ' joyful', ' hopeful']",nostalgic,
hit:11063_conv:22126,grateful,"['happy', ' grateful', ' relieved']",happy,2.0
hit:11841_conv:23682,guilty,"['guilty', 'embarrassed', 'sad']",guilty,1.0
hit:12252_conv:24504,content,"['grateful', ' hopeful', ' envious']",grateful,
hit:2074_conv:4149,faithful,"['guilty', ' anxious', ' hopeful']",guilty,
hit:7818_conv:15636,terrified,"['afraid', 'surprised', 'relieved']",afraid,
hit:5088_conv:10177,disappointed,"['disappointed', ' annoyed', ' hopeful']",disappointed,1.0
hit:556_conv:1113,terrified,"['afraid', ' scared', ' hopeful']",afraid,
hit:6790_conv:13581,lonely,"['devastated', ' angry', ' hopeful']",devastated,
hit:7818_conv:15636,terrified,"['angry', 'annoyed', 'frustrated']",angry,
hit:12056_conv:24113,joyful,"['excited', ' grateful', ' proud']",excited,
hit:1880_conv:3760,joyful,"['happy', ' grateful', ' content']",happy,
hit:7727_conv:15454,jealous,"['jealous', ' hopeful', ' surprised']",jealous,1.0
hit:9822_conv:19645,lonely,"['sad', ' devastated', ' surprised']",sad,
hit:9891_conv:19783,furious,"['angry', ' annoyed', ' worried']",angry,
hit:10825_conv:21651,faithful,"['proud', 'excited', 'hopeful']",proud,
hit:3967_conv:7934,joyful,"['happy', ' content', ' grateful']",happy,
hit:5877_conv:11754,angry,"['angry', ' frustrated', ' hopeful']",angry,1.0
hit:6187_conv:12374,lonely,"['proud', 'excited', 'hopeful']",proud,
hit:7727_conv:15454,jealous,"['envious', 'jealous', 'content']",envious,2.0
hit:10825_conv:21651,faithful,"['hopeful', ' grateful', ' proud']",hopeful,
hit:11612_conv:23224,trusting,"['hopeful', ' anxious', ' grateful']",hopeful,
hit:11825_conv:23650,embarrassed,"['embarrassed', ' mortified', ' sorry']",embarrassed,1.0
hit:5189_conv:10378,faithful,"['proud', ' hopeful', ' caring']",proud,
hit:7231_conv:14463,confident,"['confident', 'proud', 'excited']",confident,1.0
hit:1323_conv:2647,proud,"['proud', ' grateful', ' impressed']",proud,1.0
hit:149_conv:298,afraid,"['afraid', 'nervous', 'surprised']",afraid,1.0
hit:4465_conv:8931,confident,"['hopeful', ' proud', ' prepared']",hopeful,
hit:4591_conv:9182,trusting,"['sad', ' hopeful', ' trusting']",sad,3.0
hit:1603_conv:3207,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,1.0
hit:4458_conv:8917,lonely,"['sad', ' lonely', ' nostalgic']",sad,2.0
hit:6977_conv:13954,sentimental,"['curious', 'anticipating', 'hopeful']",curious,
hit:7246_conv:14492,faithful,"['confident', ' proud', ' jealous']",confident,
hit:4855_conv:9710,caring,"['excited', ' hopeful', ' content']",excited,
hit:5277_conv:10554,faithful,"['grateful', ' caring', ' hopeful']",grateful,
hit:6977_conv:13954,sentimental,"['excited', ' hopeful', ' anticipating']",excited,
hit:7033_conv:14066,devastated,"['sad', ' sympathetic', ' hopeful']",sad,
hit:7061_conv:14122,confident,"['excited', ' hopeful', ' proud']",excited,
hit:7318_conv:14636,surprised,"['anxious', ' afraid', ' uncertain']",anxious,
hit:10778_conv:21556,faithful,"['proud', ' interested', ' nostalgic']",proud,
hit:1819_conv:3638,anxious,"['excited', ' anxious', ' hopeful']",excited,2.0
hit:31_conv:63,nostalgic,"['grateful', ' surprised', ' happy']",grateful,
hit:5576_conv:11153,faithful,"['sad', ' relieved', ' grateful']",sad,
hit:7061_conv:14122,confident,"['excited', ' anticipating', ' surprised']",excited,
hit:10778_conv:21556,faithful,"['sad', 'hopeful', 'caring']",sad,
hit:1312_conv:2624,terrified,"['terrified', 'sad', 'anxious']",terrified,1.0
hit:1345_conv:2691,disappointed,"['disappointed', 'sad', 'relieved']",disappointed,1.0
hit:8737_conv:17474,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:9724_conv:19449,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:2381_conv:4763,impressed,"['grateful', ' pleased', ' surprised']",grateful,
hit:6324_conv:12648,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:6877_conv:13755,terrified,"['afraid', 'stressed', 'anxious']",afraid,
hit:8737_conv:17474,excited,"['excited', 'grateful', 'hopeful']",excited,1.0
hit:9097_conv:18194,confident,"['proud', ' confident', ' impressed']",proud,2.0
hit:1690_conv:3381,impressed,"['excited', 'impressed', 'hopeful']",excited,2.0
hit:1848_conv:3697,confident,"['angry', 'sad', 'annoyed']",angry,
hit:2033_conv:4067,disappointed,"['disappointed', ' regretful', ' determined']",disappointed,1.0
hit:3340_conv:6681,prepared,"['excited', ' hopeful', ' grateful']",excited,
hit:4717_conv:9435,surprised,"['surprised', ' excited', ' grateful']",surprised,1.0
hit:6877_conv:13755,terrified,"['hopeful', ' excited', ' reassuring']",hopeful,
hit:11541_conv:23083,sentimental,"['nostalgic', 'proud', 'hopeful']",nostalgic,
hit:1848_conv:3697,confident,"['hopeful', ' concerned', ' hopeful']",hopeful,
hit:7691_conv:15383,prepared,"['excited', ' hopeful', ' content']",excited,
hit:8392_conv:16784,faithful,"['sad', ' disappointed', ' angry']",sad,
hit:11535_conv:23071,nostalgic,"['nostalgic', ' proud', ' grateful']",nostalgic,1.0
hit:6830_conv:13660,devastated,"['sad', ' nostalgic', ' sympathetic']",sad,
hit:7800_conv:15600,angry,"['angry', 'disappointed', 'sad']",angry,1.0
hit:8392_conv:16784,faithful,"['confident', ' prepared', ' hopeful']",confident,
hit:8983_conv:17967,apprehensive,"['anxious', 'worried', 'concerned']",anxious,
hit:1380_conv:2761,content,"['disappointed', ' jealous', ' amused']",disappointed,
hit:4946_conv:9892,apprehensive,"['anxious', 'nervous', 'worried']",anxious,
hit:5126_conv:10253,afraid,"['devastated', ' sad', ' hopeful']",devastated,
hit:7574_conv:15149,afraid,"['afraid', 'relieved', 'anxious']",afraid,1.0
hit:8983_conv:17967,apprehensive,"['anxious', 'worried', 'fearful']",anxious,
hit:11816_conv:23633,caring,"['proud', ' grateful', ' caring']",proud,3.0
hit:2254_conv:4508,grateful,"['grateful', ' proud', ' happy']",grateful,1.0
hit:4354_conv:8709,grateful,"['relieved', 'hopeful', 'grateful']",relieved,3.0
hit:4946_conv:9892,apprehensive,"['grateful', ' relieved', ' joyful']",grateful,
hit:9797_conv:19594,faithful,"['hopeful', 'excited', 'content']",hopeful,
hit:240_conv:480,afraid,"['afraid', 'anxious', 'prepared']",afraid,1.0
hit:358_conv:716,hopeful,"['grateful', ' excited', ' joyful']",grateful,
hit:4186_conv:8372,devastated,"['devastated', ' grateful', ' sad']",devastated,1.0
hit:8344_conv:16689,confident,"['excited', ' hopeful', ' interested']",excited,
hit:9664_conv:19328,excited,"['excited', ' proud', ' grateful']",excited,1.0
hit:10928_conv:21857,disappointed,"['annoyed', ' disappointed', ' frustrated']",annoyed,2.0
hit:11889_conv:23779,embarrassed,"['embarrassed', ' ashamed', ' anxious']",embarrassed,1.0
hit:240_conv:480,afraid,"['anxious', ' hopeful', ' disappointed']",anxious,
hit:5163_conv:10326,annoyed,"['embarrassed', ' amused', ' surprised']",embarrassed,
hit:9975_conv:19951,afraid,"['afraid', 'surprised', 'anxious']",afraid,1.0
hit:10928_conv:21857,disappointed,"['grateful', ' understanding', ' trusting']",grateful,
hit:11880_conv:23760,anxious,"['anxious', ' relieved', ' worried']",anxious,1.0
hit:2966_conv:5932,guilty,"['proud', ' content', ' guilty']",proud,3.0
hit:6046_conv:12093,grateful,"['grateful', ' happy', ' content']",grateful,1.0
hit:994_conv:1989,nostalgic,"['happy', ' sad', ' nostalgic']",happy,3.0
hit:11822_conv:23644,devastated,"['sad', ' grateful', ' hesitant']",sad,
hit:2076_conv:4152,terrified,"['afraid', 'anxious', 'worried']",afraid,
hit:2966_conv:5932,guilty,"['guilty', 'sad', 'content']",guilty,1.0
hit:3863_conv:7726,content,"['excited', 'content', 'hopeful']",excited,2.0
hit:9146_conv:18292,grateful,"['grateful', ' surprised', ' hopeful']",grateful,1.0
hit:2076_conv:4152,terrified,"['afraid', ' hopeful', ' caring']",afraid,
hit:3157_conv:6314,furious,"['angry', 'surprised', 'sad']",angry,
hit:7096_conv:14192,furious,"['angry', 'annoyed', 'frustrated']",angry,
hit:7270_conv:14541,hopeful,"['excited', 'hopeful', 'happy']",excited,2.0
hit:8232_conv:16465,impressed,"['proud', ' excited', ' hopeful']",proud,
hit:3671_conv:7343,excited,"['excited', ' hopeful', ' anticipating']",excited,1.0
hit:5140_conv:10280,confident,"['excited', ' hopeful', ' disappointed']",excited,
hit:5980_conv:11960,afraid,"['afraid', 'surprised', 'worried']",afraid,1.0
hit:7943_conv:15886,caring,"['sad', 'grateful', 'proud']",sad,
hit:8232_conv:16465,impressed,"['embarrassed', 'sad', 'hopeful']",embarrassed,
hit:1439_conv:2878,embarrassed,"['embarrassed', ' surprised', ' annoyed']",embarrassed,1.0
hit:2731_conv:5463,surprised,"['surprised', ' excited', ' grateful']",surprised,1.0
hit:4823_conv:9647,disgusted,"['embarrassed', 'surprised', 'hopeful']",embarrassed,
hit:5140_conv:10280,confident,"['happy', ' proud', ' excited']",happy,
hit:7364_conv:14729,anxious,"['anxious', 'sad', 'disgusted']",anxious,1.0
hit:1170_conv:2340,apprehensive,"['anxious', 'fearful', 'hopeful']",anxious,
hit:11721_conv:23443,ashamed,"['ashamed', ' guilty', ' grateful']",ashamed,1.0
hit:4024_conv:8048,joyful,"['excited', ' hopeful', ' proud']",excited,
hit:5856_conv:11713,anticipating,"['excited', ' hopeful', ' interested']",excited,
hit:7364_conv:14729,anxious,"['concerned', ' hopeful', ' caring']",concerned,
hit:10531_conv:21063,anticipating,"['grateful', ' hopeful', ' content']",grateful,
hit:10748_conv:21497,trusting,"['annoyed', 'sad', 'frustrated']",annoyed,
hit:3237_conv:6475,annoyed,"['annoyed', ' angry', ' frustrated']",annoyed,1.0
hit:4024_conv:8048,joyful,"['excited', ' proud', ' confident']",excited,
hit:7001_conv:14003,hopeful,"['excited', 'hopeful', 'joyful']",excited,2.0
hit:10531_conv:21063,anticipating,"['excited', ' joyful', ' proud']",excited,
hit:10911_conv:21822,terrified,"['terrified', ' anxious', ' disgusted']",terrified,1.0
hit:12029_conv:24059,confident,"['confident', ' hopeful', ' joyful']",confident,1.0
hit:50_conv:101,annoyed,"['annoyed', 'angry', 'disgusted']",annoyed,1.0
hit:5761_conv:11523,sad,"['devastated', ' sad', ' hopeful']",devastated,2.0
hit:5874_conv:11749,lonely,"['disappointed', 'lonely', 'hopeful']",disappointed,2.0
hit:6534_conv:13068,apprehensive,"['afraid', 'anxious', 'worried']",afraid,
hit:7227_conv:14455,faithful,"['confident', ' ashamed', ' hopeful']",confident,
hit:7240_conv:14481,excited,"['anxious', ' afraid', ' hopeful']",anxious,
hit:1335_conv:2671,nostalgic,"['nostalgic', ' hopeful', ' content']",nostalgic,1.0
hit:232_conv:465,angry,"['angry', ' upset', ' hurt']",angry,1.0
hit:3777_conv:7554,surprised,"['angry', 'disappointed', 'sad']",angry,
hit:7766_conv:15532,terrified,"['anxious', 'nervous', 'afraid']",anxious,
hit:8613_conv:17226,embarrassed,"['embarrassed', 'annoyed', 'sad']",embarrassed,1.0
hit:1212_conv:2424,excited,"['excited', ' grateful', ' surprised']",excited,1.0
hit:12151_conv:24302,disgusted,"['amused', ' surprised', ' sarcastic']",amused,
hit:5971_conv:11943,guilty,"['embarrassed', ' relieved', ' grateful']",embarrassed,
hit:8613_conv:17226,embarrassed,"['grateful', ' embarrassed', ' surprised']",grateful,2.0
hit:9580_conv:19160,hopeful,"['excited', ' hopeful', ' confident']",excited,2.0
hit:1212_conv:2424,excited,"['excited', ' hopeful', ' content']",excited,1.0
hit:1350_conv:2700,grateful,"['happy', 'thankful', 'sad']",happy,
hit:8018_conv:16036,impressed,"['surprised', 'excited', 'amused']",surprised,
hit:8848_conv:17697,caring,"['guilty', 'content', 'grateful']",guilty,
hit:884_conv:1768,trusting,"['grateful', 'sad', 'supportive']",grateful,
hit:1350_conv:2700,grateful,"['hopeful', ' excited', ' joyful']",hopeful,
hit:1923_conv:3847,grateful,"['grateful', 'hopeful', 'caring']",grateful,1.0
hit:3305_conv:6610,proud,"['joyful', 'excited', 'proud']",joyful,3.0
hit:9141_conv:18283,ashamed,"['guilty', ' embarrassed', ' amused']",guilty,
hit:9275_conv:18551,excited,"['excited', ' joyful', ' anticipating']",excited,1.0
hit:12020_conv:24040,jealous,"['embarrassed', 'sad', 'angry']",embarrassed,
hit:7475_conv:14951,joyful,"['excited', 'proud', 'hopeful']",excited,
hit:8253_conv:16506,grateful,"['grateful', ' relieved', ' prepared']",grateful,1.0
hit:9275_conv:18551,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:11786_conv:23572,anxious,"['anxious', ' relieved', ' worried']",anxious,1.0
hit:2600_conv:5201,sad,"['sad', ' betrayed', ' hopeful']",sad,1.0
hit:3722_conv:7444,anxious,"['anxious', 'nervous', 'hopeful']",anxious,1.0
hit:5435_conv:10871,anxious,"['hopeful', ' anticipating', ' grateful']",hopeful,
hit:5966_conv:11932,caring,"['caring', ' grateful', ' proud']",caring,1.0
hit:1019_conv:2039,embarrassed,"['embarrassed', ' nostalgic', ' understanding']",embarrassed,1.0
hit:11786_conv:23572,anxious,"['anxious', 'sad', 'concerned']",anxious,1.0
hit:14_conv:29,joyful,"['excited', 'hopeful', 'content']",excited,
hit:5762_conv:11525,excited,"['joyful', ' relieved', ' excited']",joyful,3.0
hit:6197_conv:12395,caring,"['annoyed', ' amused', ' understanding']",annoyed,
hit:1028_conv:2057,sentimental,"['nostalgic', ' joyful', ' surprised']",nostalgic,
hit:11926_conv:23853,impressed,"['surprised', ' hopeful', ' confident']",surprised,
hit:1266_conv:2532,afraid,"['afraid', 'anxious', 'prepared']",afraid,1.0
hit:3207_conv:6415,nostalgic,"['sad', ' nostalgic', ' grateful']",sad,2.0
hit:6197_conv:12395,caring,"['annoyed', ' amused', ' surprised']",annoyed,
hit:11870_conv:23741,disgusted,"['disgusted', ' concerned', ' understanding']",disgusted,1.0
hit:11926_conv:23853,impressed,"['excited', ' hopeful', ' content']",excited,
hit:5535_conv:11071,devastated,"['sad', ' hopeful', ' content']",sad,
hit:9588_conv:19177,anxious,"['excited', ' hopeful', ' grateful']",excited,
hit:9758_conv:19517,surprised,"['surprised', ' excited', ' amused']",surprised,1.0
hit:10820_conv:21640,devastated,"['sad', ' angry', ' questioning']",sad,
hit:11263_conv:22526,anticipating,"['excited', 'jealous', 'hopeful']",excited,
hit:3294_conv:6588,guilty,"['guilty', ' sad', ' hopeful']",guilty,1.0
hit:6131_conv:12262,angry,"['angry', ' annoyed', ' disappointed']",angry,1.0
hit:7555_conv:15110,furious,"['angry', 'annoyed', 'sad']",angry,
hit:3022_conv:6044,faithful,"['proud', ' excited', ' hopeful']",proud,
hit:4298_conv:8596,embarrassed,"['embarrassed', 'surprised', 'grateful']",embarrassed,1.0
hit:4651_conv:9303,devastated,"['terrified', 'sad', 'anxious']",terrified,
hit:5483_conv:10966,excited,"['excited', ' surprised', ' curious']",excited,1.0
hit:7555_conv:15110,furious,"['angry', 'surprised', 'anxious']",angry,
hit:10234_conv:20468,trusting,"['proud', ' trusting', ' hopeful']",proud,2.0
hit:10418_conv:20837,hopeful,"['excited', ' joyful', ' nostalgic']",excited,
hit:1833_conv:3667,guilty,"['ashamed', ' embarrassed', ' anxious']",ashamed,
hit:296_conv:592,proud,"['excited', 'proud', 'grateful']",excited,2.0
hit:3022_conv:6044,faithful,"['hopeful', ' proud', ' excited']",hopeful,
hit:12411_conv:24822,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:1833_conv:3667,guilty,"['sad', ' relieved', ' amused']",sad,
hit:4932_conv:9865,grateful,"['surprised', 'sad', 'anxious']",surprised,
hit:5322_conv:10645,annoyed,"['angry', 'annoyed', 'surprised']",angry,2.0
hit:6832_conv:13665,furious,"['angry', ' surprised', ' confident']",angry,
hit:1505_conv:3011,terrified,"['angry', 'sad', 'disappointed']",angry,
hit:261_conv:522,afraid,"['sad', ' anxious', ' afraid']",sad,3.0
hit:3548_conv:7096,annoyed,"['angry', ' annoyed', ' disappointed']",angry,2.0
hit:5248_conv:10497,nostalgic,"['nostalgic', ' hopeful', ' sad']",nostalgic,1.0
hit:6832_conv:13665,furious,"['surprised', 'angry', 'confident']",surprised,
hit:1505_conv:3011,terrified,"['afraid', 'relieved', 'surprised']",afraid,
hit:1754_conv:3509,guilty,"['guilty', ' annoyed', ' caring']",guilty,1.0
hit:6701_conv:13402,grateful,"['grateful', ' trusting', ' content']",grateful,1.0
hit:7536_conv:15072,surprised,"['sad', ' disappointed', ' surprised']",sad,3.0
hit:928_conv:1856,disgusted,"['surprised', 'disgusted', 'sympathetic']",surprised,2.0
hit:10521_conv:21042,nostalgic,"['nostalgic', ' joyful', ' sentimental']",nostalgic,1.0
hit:11974_conv:23949,caring,"['proud', 'hopeful', 'grateful']",proud,
hit:2433_conv:4867,disgusted,"['angry', ' annoyed', ' disappointed']",angry,
hit:4267_conv:8534,anxious,"['anxious', ' hopeful', ' grateful']",anxious,1.0
hit:928_conv:1856,disgusted,"['annoyed', ' surprised', ' concerned']",annoyed,
hit:10521_conv:21042,nostalgic,"['nostalgic', ' hopeful', ' lonely']",nostalgic,1.0
hit:11038_conv:22077,anticipating,"['excited', ' joyful', ' nostalgic']",excited,
hit:3290_conv:6581,disappointed,"['surprised', 'anxious', 'sad']",surprised,
hit:6309_conv:12618,sad,"['sad', ' grateful', ' hopeful']",sad,1.0
hit:921_conv:1842,embarrassed,"['embarrassed', 'annoyed', 'understanding']",embarrassed,1.0
hit:1873_conv:3747,sad,"['grateful', ' lonely', ' content']",grateful,
hit:3290_conv:6581,disappointed,"['surprised', 'excited', 'hopeful']",surprised,
hit:5057_conv:10114,faithful,"['faithful', 'nostalgic', 'content']",faithful,1.0
hit:810_conv:1620,furious,"['angry', 'annoyed', 'surprised']",angry,
hit:9343_conv:18687,proud,"['happy', ' proud', ' grateful']",happy,2.0
hit:10859_conv:21719,anxious,"['anxious', ' relieved', ' grateful']",anxious,1.0
hit:1415_conv:2831,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:3861_conv:7723,furious,"['angry', 'disappointed', 'surprised']",angry,
hit:4704_conv:9409,guilty,"['ashamed', ' guilty', ' remorseful']",ashamed,2.0
hit:963_conv:1926,embarrassed,"['embarrassed', ' amused', ' proud']",embarrassed,1.0
hit:10338_conv:20677,anxious,"['stressed', 'relatable', 'curious']",stressed,
hit:2257_conv:4514,devastated,"['sad', ' disappointed', ' trusting']",sad,
hit:2520_conv:5040,guilty,"['annoyed', 'angry', 'disgusted']",annoyed,
hit:3720_conv:7441,guilty,"['embarrassed', 'sad', 'grateful']",embarrassed,
hit:4704_conv:9409,guilty,"['annoyed', 'sad', 'disappointed']",annoyed,
hit:10338_conv:20677,anxious,"['hopeful', 'excited', 'content']",hopeful,
hit:12068_conv:24136,joyful,"['excited', ' hopeful', ' joyful']",excited,3.0
hit:3916_conv:7833,excited,"['excited', 'hopeful', 'joyful']",excited,1.0
hit:9012_conv:18024,proud,"['happy', ' proud', ' hopeful']",happy,2.0
hit:9214_conv:18428,apprehensive,"['excited', 'afraid', 'jealous']",excited,
hit:12068_conv:24136,joyful,"['excited', ' hopeful', ' pleased']",excited,
hit:3838_conv:7676,ashamed,"['embarrassed', 'sad', 'sympathetic']",embarrassed,
hit:6070_conv:12140,nostalgic,"['nostalgic', ' hopeful', ' content']",nostalgic,1.0
hit:8341_conv:16682,furious,"['angry', 'sad', 'annoyed']",angry,
hit:8642_conv:17284,surprised,"['excited', ' grateful', ' proud']",excited,
hit:10253_conv:20507,trusting,"['grateful', ' hopeful', ' confident']",grateful,
hit:3859_conv:7718,grateful,"['grateful', 'surprised', 'confident']",grateful,1.0
hit:5560_conv:11121,confident,"['hopeful', ' confident', ' proud']",hopeful,2.0
hit:6686_conv:13372,sad,"['sad', ' disappointed', ' hopeful']",sad,1.0
hit:7212_conv:14425,surprised,"['surprised', 'excited', 'proud']",surprised,1.0
hit:12085_conv:24170,confident,"['hopeful', ' excited', ' confident']",hopeful,3.0
hit:12302_conv:24604,sentimental,"['worried', 'sad', 'caring']",worried,
hit:377_conv:755,surprised,"['surprised', ' anxious', ' conflicted']",surprised,1.0
hit:5560_conv:11121,confident,"['proud', 'hopeful', 'trusting']",proud,
hit:6941_conv:13882,anticipating,"['excited', ' hopeful', ' content']",excited,
hit:12085_conv:24170,confident,"['confident', 'hopeful', 'motivated']",confident,1.0
hit:2190_conv:4381,furious,"['angry', 'surprised', 'disgusted']",angry,
hit:2987_conv:5975,grateful,"['content', ' nostalgic', ' hopeful']",content,
hit:6862_conv:13724,caring,"['proud', ' joyful', ' loving']",proud,
hit:11742_conv:23485,hopeful,"['anxious', 'hopeful', 'content']",anxious,2.0
hit:1902_conv:3804,surprised,"['excited', ' happy', ' nostalgic']",excited,
hit:1947_conv:3895,proud,"['proud', ' hopeful', ' relieved']",proud,1.0
hit:2190_conv:4381,furious,"['excited', ' joyful', ' proud']",excited,
hit:3233_conv:6466,grateful,"['grateful', 'proud', 'surprised']",grateful,1.0
hit:8888_conv:17776,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:10356_conv:20712,trusting,"['hopeful', ' sad', ' indifferent']",hopeful,
hit:10882_conv:21764,hopeful,"['excited', 'hopeful', 'content']",excited,2.0
hit:1947_conv:3895,proud,"['proud', ' relieved', ' impressed']",proud,1.0
hit:463_conv:927,joyful,"['excited', 'happy', 'relieved']",excited,
hit:11335_conv:22671,anxious,"['anxious', ' hopeful', ' excited']",anxious,1.0
hit:2336_conv:4673,afraid,"['embarrassed', ' afraid', ' nostalgic']",embarrassed,2.0
hit:463_conv:927,joyful,"['excited', 'grateful', 'hopeful']",excited,
hit:64_conv:128,annoyed,"['afraid', 'sad', 'annoyed']",afraid,3.0
hit:8709_conv:17418,trusting,"['trusting', ' hopeful', ' anxious']",trusting,1.0
hit:11532_conv:23064,ashamed,"['ashamed', 'grateful', 'sad']",ashamed,1.0
hit:3218_conv:6436,jealous,"['jealous', 'surprised', 'sad']",jealous,1.0
hit:4535_conv:9070,prepared,"['excited', ' proud', ' hopeful']",excited,
hit:477_conv:955,sentimental,"['concerned', ' supportive', ' curious']",concerned,
hit:5640_conv:11280,angry,"['angry', 'sad', 'grateful']",angry,1.0
hit:10729_conv:21458,embarrassed,"['embarrassed', 'content', 'grateful']",embarrassed,1.0
hit:2174_conv:4349,sentimental,"['nostalgic', ' excited', ' grateful']",nostalgic,
hit:4440_conv:8880,disappointed,"['disappointed', ' angry', ' sad']",disappointed,1.0
hit:477_conv:955,sentimental,"['guilty', 'content', 'hopeful']",guilty,
hit:9375_conv:18751,disgusted,"['disgusted', 'sad', 'grateful']",disgusted,1.0
hit:1416_conv:2832,surprised,"['proud', 'excited', 'hopeful']",proud,
hit:3149_conv:6299,joyful,"['content', 'excited', 'hopeful']",content,
hit:4063_conv:8127,furious,"['angry', 'annoyed', 'disgusted']",angry,
hit:6249_conv:12499,anticipating,"['excited', ' hopeful', ' joyful']",excited,
hit:7459_conv:14918,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:9375_conv:18751,disgusted,"['disgusted', ' apologetic', ' relieved']",disgusted,1.0
hit:12356_conv:24712,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,1.0
hit:336_conv:673,anxious,"['relieved', ' anxious', ' grateful']",relieved,2.0
hit:4063_conv:8127,furious,"['anxious', ' anticipating', ' surprised']",anxious,
hit:4172_conv:8345,afraid,"['afraid', 'anxious', 'confident']",afraid,1.0
hit:5937_conv:11874,disgusted,"['terrified', ' disgusted', ' surprised']",terrified,2.0
hit:4088_conv:8176,disappointed,"['disappointed', ' hurt', ' determined']",disappointed,1.0
hit:4172_conv:8345,afraid,"['anxious', ' hopeful', ' anticipating']",anxious,
hit:5690_conv:11380,anxious,"['excited', 'anticipating', 'hopeful']",excited,
hit:6239_conv:12479,nostalgic,"['nostalgic', ' sad', ' nostalgic']",nostalgic,1.0
hit:6817_conv:13634,annoyed,"['annoyed', ' afraid', ' surprised']",annoyed,1.0
hit:6972_conv:13944,content,"['relieved', ' grateful', ' sympathetic']",relieved,
hit:11323_conv:22646,afraid,"['afraid', 'anxious', 'worried']",afraid,1.0
